timestamp,frame,fps,latency_ms,yolo_inference_ms,face_mesh_ms,cpu_usage_percent
2026-08-20 19:52:10,437,42.67,10.67,0.0,6.18,75.0
2026-08-20 19:52:10,438,39.71,70.83,24.57,4.74,72.7
2026-08-20 19:52:10,439,42.34,6.97,0.0,4.47,71.4
2026-08-20 19:52:10,440,42.54,14.03,0.0,3.87,66.7
2026-08-20 19:52:10,441,40.38,29.75,21.09,4.53,78.3
2026-08-20 19:52:10,442,39.45,14.8,0.0,5.2,67.5
2026-08-20 19:52:10,443,39.66,7.44,0.0,4.42,70.7
2026-08-20 19:52:10,444,37.37,51.91,20.95,3.58,75.9
2026-08-20 19:52:10,445,38.89,7.4,0.0,4.42,63.6
2026-08-20 19:52:10,446,38.9,18.13,0.0,6.02,61.9
2026-08-20 19:52:10,447,37.19,32.97,22.0,5.97,80.0
2026-08-20 19:52:10,448,37.88,7.67,0.0,4.81,74.4
2026-08-20 19:52:10,449,40.59,7.57,0.0,4.41,84.2
2026-08-20 19:52:10,450,38.07,56.46,21.13,5.35,75.6
2026-08-20 19:52:10,451,40.47,8.59,0.0,4.66,71.4
2026-08-20 19:52:10,452,40.63,16.89,0.0,3.61,73.9
2026-08-20 19:52:10,453,39.03,25.44,17.39,4.77,75.9
2026-08-20 19:52:10,454,37.45,36.51,0.0,3.96,80.0
2026-08-20 19:52:10,455,39.71,6.64,0.0,3.54,75.0
2026-08-20 19:52:10,456,37.18,60.05,22.82,5.14,71.6
2026-08-20 19:52:10,457,37.35,8.24,0.0,5.28,70.7
2026-08-20 19:52:10,458,40.22,7.34,0.0,3.22,100.0
2026-08-20 19:52:11,459,38.73,30.85,21.22,4.58,75.6
2026-08-20 19:52:11,460,38.86,8.88,0.0,4.8,74.4
2026-08-20 19:52:11,461,41.08,9.63,0.0,3.73,61.9
2026-08-20 19:52:11,462,38.42,62.34,19.25,5.09,71.4
2026-08-20 19:52:11,463,38.44,8.87,0.0,4.04,59.1
2026-08-20 19:52:11,464,40.95,8.57,0.0,3.54,65.0
2026-08-20 19:52:11,465,39.57,29.44,21.89,3.84,71.2
2026-08-20 19:52:11,466,37.94,24.38,0.0,4.85,63.4
2026-08-20 19:52:11,467,40.55,7.48,0.0,4.42,75.0
2026-08-20 19:52:11,468,37.91,61.92,20.59,5.43,68.0
2026-08-20 19:52:11,469,38.33,7.49,0.0,4.45,65.0
2026-08-20 19:52:11,470,39.6,11.09,0.0,4.97,74.4
2026-08-20 19:52:11,471,38.41,31.15,21.54,5.66,70.0
2026-08-20 19:52:11,472,38.21,10.5,0.0,3.87,70.0
2026-08-20 19:52:11,473,42.44,7.55,0.0,4.58,0.0
2026-08-20 19:52:11,474,39.57,64.28,22.72,3.71,70.0
2026-08-20 19:52:11,475,39.98,7.63,0.0,4.74,79.5
2026-08-20 19:52:11,476,41.09,11.29,0.0,5.29,81.0
2026-08-20 19:52:11,477,40.0,28.31,19.07,3.51,76.3
2026-08-20 19:52:11,478,38.07,44.84,0.0,6.15,64.5
2026-08-20 19:52:11,479,38.37,6.7,0.0,3.65,82.1
2026-08-20 19:52:11,480,36.13,53.38,24.19,5.22,70.4
2026-08-20 19:52:11,481,38.06,7.9,0.0,4.98,84.2
2026-08-20 19:52:11,482,39.08,12.65,0.0,3.54,63.6
2026-08-20 19:52:11,483,38.22,29.37,20.18,6.11,73.2
2026-08-20 19:52:11,484,37.23,17.73,0.0,5.17,80.5
2026-08-20 19:52:11,485,38.46,6.41,0.0,3.43,74.4
2026-08-20 19:52:11,486,36.25,51.57,21.74,3.73,75.6
2026-08-20 19:52:11,487,37.6,7.66,0.0,4.79,66.7
2026-08-20 19:52:11,488,38.0,16.18,0.0,5.36,85.7
2026-08-20 19:52:12,489,36.33,31.21,23.04,4.83,76.8
2026-08-20 19:52:12,490,35.68,17.77,0.0,3.6,63.6
2026-08-20 19:52:12,491,36.3,10.06,0.0,5.64,70.0
2026-08-20 19:52:12,492,34.04,67.09,32.76,4.41,80.8
2026-08-20 19:52:12,493,36.23,7.45,0.0,4.52,75.0
2026-08-20 19:52:12,494,36.15,20.14,0.0,14.45,80.0
2026-08-20 19:52:12,495,34.83,36.59,24.23,8.36,80.7
2026-08-20 19:52:12,496,36.49,13.28,0.0,10.32,60.9
2026-08-20 19:52:12,497,37.91,7.28,0.0,4.32,70.0
2026-08-20 19:52:12,498,36.03,43.55,22.98,4.36,80.3
2026-08-20 19:52:12,499,36.03,7.81,0.0,4.93,67.5
2026-08-20 19:52:12,500,38.93,7.16,0.0,4.13,81.0
2026-08-20 19:52:12,501,37.86,26.5,18.81,3.93,67.5
2026-08-20 19:52:12,502,35.96,47.76,0.0,13.41,66.2
2026-08-20 19:52:12,503,36.5,8.43,0.0,4.85,70.0
